Comunidades y Ciudades Autónomas;Causa de muerte;Periodo;Total
02 Aragón;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;42
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;517
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;475
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;468
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;448
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;489
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;293
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;565
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;555
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;484
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;478
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;507
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;404
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;515
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;452
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;431
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;417
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;418
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;411
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;412
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;411
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;360
02 Aragón;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;383
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2021;719
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2020;799
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2019;842
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2018;723
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2017;749
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2016;799
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2015;811
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2014;756
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2013;626
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2012;647
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2011;609
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2010;581
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2009;519
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2008;514
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2007;406
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2006;428
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2005;449
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2004;440
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2003;514
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2002;469
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2001;423
02 Aragón;046-049  V.Trastornos mentales y del comportamiento;2000;446
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;816
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;918
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;846
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;918
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2017;897
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2016;798
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2015;857
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2014;787
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2013;669
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2012;678
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2011;709
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2010;660
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2009;640
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2008;603
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2007;593
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2006;569
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2005;563
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2004;533
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2003;588
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2002;459
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2001;468
02 Aragón;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2000;466
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2021;3856
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2020;4134
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2019;4060
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2018;4292
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2017;4311
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2016;4225
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2015;4532
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2014;4191
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2013;4215
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2012;4265
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2011;4232
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2010;4093
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2009;3946
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2008;4273
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2007;4297
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2006;4165
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2005;4343
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2004;4198
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2003;4461
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2002;4339
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2001;4316
02 Aragón;053-061 IX.Enfermedades del sistema circulatorio;2000;4197
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2021;1049
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2020;1419
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2019;1414
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2018;1613
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2017;1641
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2016;1377
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2015;1564
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2014;1379
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2013;1261
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2012;1530
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2011;1353
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2010;1329
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2009;1386
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2008;1321
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2007;1357
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2006;1187
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2005;1574
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2004;1415
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2003;1561
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2002;1424
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2001;1273
02 Aragón;062-067  X.Enfermedades del sistema respiratorio;2000;1461
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2021;774
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2020;760
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2019;762
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2018;754
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2017;732
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2016;717
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2015;693
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2014;652
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2013;711
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2012;682
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2011;692
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2010;668
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2009;734
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2008;734
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2007;686
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2006;741
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2005;726
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2004;692
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2003;729
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2002;733
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2001;659
02 Aragón;068-072  XI.Enfermedades del sistema digestivo;2000;616
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2021;33
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2020;57
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2019;37
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2018;28
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2017;21
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2016;25
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2015;47
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2014;31
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2013;23
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2012;42
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2011;40
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2010;30
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2009;36
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2008;43
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2007;35
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2006;37
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2005;47
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2004;44
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2003;42
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2002;50
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2001;30
02 Aragón;073  XII.Enfermedades de la piel y del tejido subcutáneo;2000;26
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;314
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;284
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;290
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;292
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;317
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;270
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;237
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;253
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;243
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;272
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;244
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;219
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;204
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;238
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;224
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;201
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;217
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;220
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;202
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;189
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;189
02 Aragón;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;184
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2021;553
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2020;521
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2019;497
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2018;499
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2017;416
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2016;414
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2015;382
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2014;395
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2013;352
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2012;378
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2011;404
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2010;414
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2009;463
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2008;440
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2007;422
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2006;399
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2005;354
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2004;345
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2003;374
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2002;328
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2001;339
02 Aragón;077-080  XIV.Enfermedades del sistema genitourinario;2000;287
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2021;1171
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2020;1964
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2019;168
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2018;215
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2017;162
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2016;178
03 Asturias, Principado de;001-008  I.Enfermedades infecciosas y parasitarias;2015;180
