Causa de muerte;Edad;Periodo;Total
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2017;479
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2016;476
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2015;552
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2014;448
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2013;417
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2012;431
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2011;441
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2010;461
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2009;605
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2008;656
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2007;693
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2006;655
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2005;772
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2004;746
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2003;759
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2002;646
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2001;649
001-008  I.Enfermedades infecciosas y parasitarias;De 70 a 74 años  ;2000;608
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2021;5744
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2020;9345
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2019;604
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2018;624
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2017;674
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2016;762
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2015;820
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2014;777
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2013;752
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2012;789
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2011;772
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2010;870
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2009;957
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2008;1065
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2007;1102
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2006;1020
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2005;1006
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2004;990
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2003;926
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2002;869
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2001;856
001-008  I.Enfermedades infecciosas y parasitarias;De 75 a 79 años  ;2000;767
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2021;7476
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2020;13543
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2019;989
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2018;1109
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2017;1228
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2016;1259
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2015;1357
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2014;1177
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2013;1128
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2012;1123
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2011;1066
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2010;1080
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2009;1091
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2008;1274
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2007;1284
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2006;1108
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2005;1213
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2004;999
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2003;1009
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2002;872
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2001;797
001-008  I.Enfermedades infecciosas y parasitarias;De 80 a 84 años  ;2000;750
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2021;9976
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2020;19692
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2019;1395
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2018;1395
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2017;1489
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2016;1506
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2015;1565
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2014;1192
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2013;1120
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2012;1167
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2011;1091
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2010;1122
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2009;1067
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2008;1188
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2007;1124
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2006;871
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2005;844
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2004;826
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2003;813
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2002;774
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2001;679
001-008  I.Enfermedades infecciosas y parasitarias;De 85 a 89 años  ;2000;653
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2021;7278
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2020;15224
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2019;977
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2018;945
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2017;1071
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2016;1044
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2015;1048
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2014;755
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2013;687
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2012;684
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2011;627
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2010;605
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2009;557
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2008;650
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2007;597
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2006;587
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2005;540
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2004;494
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2003;503
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2002;396
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2001;349
001-008  I.Enfermedades infecciosas y parasitarias;De 90 a 94 años  ;2000;329
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2021;2957
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2020;6983
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2019;415
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2018;406
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2017;389
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2016;372
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2015;349
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2014;262
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2013;247
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2012;279
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2011;281
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2010;239
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2009;228
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2008;270
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2007;222
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2006;199
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2005;181
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2004;150
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2003;165
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2002;142
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2001;115
001-008  I.Enfermedades infecciosas y parasitarias;95 y más años;2000;90
009-041  II.Tumores;Todas las edades;2021;113662
009-041  II.Tumores;Todas las edades;2020;112741
009-041  II.Tumores;Todas las edades;2019;113059
009-041  II.Tumores;Todas las edades;2018;112714
009-041  II.Tumores;Todas las edades;2017;113266
009-041  II.Tumores;Todas las edades;2016;112939
009-041  II.Tumores;Todas las edades;2015;111381
009-041  II.Tumores;Todas las edades;2014;110278
009-041  II.Tumores;Todas las edades;2013;111021
009-041  II.Tumores;Todas las edades;2012;110993
009-041  II.Tumores;Todas las edades;2011;109341
009-041  II.Tumores;Todas las edades;2010;107220
009-041  II.Tumores;Todas las edades;2009;105132
009-041  II.Tumores;Todas las edades;2008;104054
009-041  II.Tumores;Todas las edades;2007;103329
009-041  II.Tumores;Todas las edades;2006;101683
009-041  II.Tumores;Todas las edades;2005;100206
009-041  II.Tumores;Todas las edades;2004;100485
009-041  II.Tumores;Todas las edades;2003;99826
009-041  II.Tumores;Todas las edades;2002;97784
009-041  II.Tumores;Todas las edades;2001;97714
009-041  II.Tumores;Todas las edades;2000;95072
009-041  II.Tumores;Menos de 1 año;2021;11
009-041  II.Tumores;Menos de 1 año;2020;8
009-041  II.Tumores;Menos de 1 año;2019;11
009-041  II.Tumores;Menos de 1 año;2018;12
009-041  II.Tumores;Menos de 1 año;2017;9
009-041  II.Tumores;Menos de 1 año;2016;18
009-041  II.Tumores;Menos de 1 año;2015;11
009-041  II.Tumores;Menos de 1 año;2014;9
009-041  II.Tumores;Menos de 1 año;2013;9
009-041  II.Tumores;Menos de 1 año;2012;13
009-041  II.Tumores;Menos de 1 año;2011;10
009-041  II.Tumores;Menos de 1 año;2010;16
009-041  II.Tumores;Menos de 1 año;2009;24
009-041  II.Tumores;Menos de 1 año;2008;18
009-041  II.Tumores;Menos de 1 año;2007;15
009-041  II.Tumores;Menos de 1 año;2006;23
009-041  II.Tumores;Menos de 1 año;2005;26
009-041  II.Tumores;Menos de 1 año;2004;21
009-041  II.Tumores;Menos de 1 año;2003;20
009-041  II.Tumores;Menos de 1 año;2002;19
009-041  II.Tumores;Menos de 1 año;2001;14
009-041  II.Tumores;Menos de 1 año;2000;10
009-041  II.Tumores;De 1 a 4 años;2021;43
009-041  II.Tumores;De 1 a 4 años;2020;48
009-041  II.Tumores;De 1 a 4 años;2019;37
009-041  II.Tumores;De 1 a 4 años;2018;58
009-041  II.Tumores;De 1 a 4 años;2017;43
009-041  II.Tumores;De 1 a 4 años;2016;46
009-041  II.Tumores;De 1 a 4 años;2015;42
009-041  II.Tumores;De 1 a 4 años;2014;55
009-041  II.Tumores;De 1 a 4 años;2013;58
009-041  II.Tumores;De 1 a 4 años;2012;64
009-041  II.Tumores;De 1 a 4 años;2011;48
009-041  II.Tumores;De 1 a 4 años;2010;64
009-041  II.Tumores;De 1 a 4 años;2009;56
009-041  II.Tumores;De 1 a 4 años;2008;58
009-041  II.Tumores;De 1 a 4 años;2007;74
009-041  II.Tumores;De 1 a 4 años;2006;47
009-041  II.Tumores;De 1 a 4 años;2005;57
009-041  II.Tumores;De 1 a 4 años;2004;55
009-041  II.Tumores;De 1 a 4 años;2003;68
009-041  II.Tumores;De 1 a 4 años;2002;63
009-041  II.Tumores;De 1 a 4 años;2001;54
009-041  II.Tumores;De 1 a 4 años;2000;55
009-041  II.Tumores;De 5 a 9 años;2021;74
009-041  II.Tumores;De 5 a 9 años;2020;55
009-041  II.Tumores;De 5 a 9 años;2019;52
009-041  II.Tumores;De 5 a 9 años;2018;69
009-041  II.Tumores;De 5 a 9 años;2017;80
009-041  II.Tumores;De 5 a 9 años;2016;65
009-041  II.Tumores;De 5 a 9 años;2015;80
009-041  II.Tumores;De 5 a 9 años;2014;72
009-041  II.Tumores;De 5 a 9 años;2013;85
009-041  II.Tumores;De 5 a 9 años;2012;79
009-041  II.Tumores;De 5 a 9 años;2011;74
009-041  II.Tumores;De 5 a 9 años;2010;76
009-041  II.Tumores;De 5 a 9 años;2009;75
009-041  II.Tumores;De 5 a 9 años;2008;70
009-041  II.Tumores;De 5 a 9 años;2007;73
009-041  II.Tumores;De 5 a 9 años;2006;81
009-041  II.Tumores;De 5 a 9 años;2005;76
009-041  II.Tumores;De 5 a 9 años;2004;66
009-041  II.Tumores;De 5 a 9 años;2003;76
009-041  II.Tumores;De 5 a 9 años;2002;80
009-041  II.Tumores;De 5 a 9 años;2001;86
009-041  II.Tumores;De 5 a 9 años;2000;83
009-041  II.Tumores;De 10 a 14 años  ;2021;68
009-041  II.Tumores;De 10 a 14 años  ;2020;64
009-041  II.Tumores;De 10 a 14 años  ;2019;71
009-041  II.Tumores;De 10 a 14 años  ;2018;53
009-041  II.Tumores;De 10 a 14 años  ;2017;60
009-041  II.Tumores;De 10 a 14 años  ;2016;62
009-041  II.Tumores;De 10 a 14 años  ;2015;63
009-041  II.Tumores;De 10 a 14 años  ;2014;66
009-041  II.Tumores;De 10 a 14 años  ;2013;57
009-041  II.Tumores;De 10 a 14 años  ;2012;67
009-041  II.Tumores;De 10 a 14 años  ;2011;61
009-041  II.Tumores;De 10 a 14 años  ;2010;76
009-041  II.Tumores;De 10 a 14 años  ;2009;70
009-041  II.Tumores;De 10 a 14 años  ;2008;59
009-041  II.Tumores;De 10 a 14 años  ;2007;77
009-041  II.Tumores;De 10 a 14 años  ;2006;76
009-041  II.Tumores;De 10 a 14 años  ;2005;78
009-041  II.Tumores;De 10 a 14 años  ;2004;66
009-041  II.Tumores;De 10 a 14 años  ;2003;83
009-041  II.Tumores;De 10 a 14 años  ;2002;62
009-041  II.Tumores;De 10 a 14 años  ;2001;76
009-041  II.Tumores;De 10 a 14 años  ;2000;80
009-041  II.Tumores;De 15 a 19 años  ;2021;76
009-041  II.Tumores;De 15 a 19 años  ;2020;92
009-041  II.Tumores;De 15 a 19 años  ;2019;73
009-041  II.Tumores;De 15 a 19 años  ;2018;73
009-041  II.Tumores;De 15 a 19 años  ;2017;72
009-041  II.Tumores;De 15 a 19 años  ;2016;75
009-041  II.Tumores;De 15 a 19 años  ;2015;86
009-041  II.Tumores;De 15 a 19 años  ;2014;74
009-041  II.Tumores;De 15 a 19 años  ;2013;70
009-041  II.Tumores;De 15 a 19 años  ;2012;69
009-041  II.Tumores;De 15 a 19 años  ;2011;96
009-041  II.Tumores;De 15 a 19 años  ;2010;92
009-041  II.Tumores;De 15 a 19 años  ;2009;104
009-041  II.Tumores;De 15 a 19 años  ;2008;123
009-041  II.Tumores;De 15 a 19 años  ;2007;117
009-041  II.Tumores;De 15 a 19 años  ;2006;101
009-041  II.Tumores;De 15 a 19 años  ;2005;111
009-041  II.Tumores;De 15 a 19 años  ;2004;95
009-041  II.Tumores;De 15 a 19 años  ;2003;102
009-041  II.Tumores;De 15 a 19 años  ;2002;112
009-041  II.Tumores;De 15 a 19 años  ;2001;109
009-041  II.Tumores;De 15 a 19 años  ;2000;141
009-041  II.Tumores;De 20 a 24 años;2021;91
009-041  II.Tumores;De 20 a 24 años;2020;108
009-041  II.Tumores;De 20 a 24 años;2019;82
009-041  II.Tumores;De 20 a 24 años;2018;95
009-041  II.Tumores;De 20 a 24 años;2017;93
009-041  II.Tumores;De 20 a 24 años;2016;93
009-041  II.Tumores;De 20 a 24 años;2015;96
009-041  II.Tumores;De 20 a 24 años;2014;131
009-041  II.Tumores;De 20 a 24 años;2013;105
009-041  II.Tumores;De 20 a 24 años;2012;122
009-041  II.Tumores;De 20 a 24 años;2011;125
009-041  II.Tumores;De 20 a 24 años;2010;129
009-041  II.Tumores;De 20 a 24 años;2009;124
009-041  II.Tumores;De 20 a 24 años;2008;133
009-041  II.Tumores;De 20 a 24 años;2007;111
009-041  II.Tumores;De 20 a 24 años;2006;146
009-041  II.Tumores;De 20 a 24 años;2005;141
009-041  II.Tumores;De 20 a 24 años;2004;156
009-041  II.Tumores;De 20 a 24 años;2003;184
009-041  II.Tumores;De 20 a 24 años;2002;221
009-041  II.Tumores;De 20 a 24 años;2001;177
009-041  II.Tumores;De 20 a 24 años;2000;183
009-041  II.Tumores;De 25 a 29 años;2021;128
009-041  II.Tumores;De 25 a 29 años;2020;130
009-041  II.Tumores;De 25 a 29 años;2019;112
009-041  II.Tumores;De 25 a 29 años;2018;146
009-041  II.Tumores;De 25 a 29 años;2017;150
009-041  II.Tumores;De 25 a 29 años;2016;153
009-041  II.Tumores;De 25 a 29 años;2015;143
009-041  II.Tumores;De 25 a 29 años;2014;135
009-041  II.Tumores;De 25 a 29 años;2013;180
009-041  II.Tumores;De 25 a 29 años;2012;182
009-041  II.Tumores;De 25 a 29 años;2011;194
009-041  II.Tumores;De 25 a 29 años;2010;182
009-041  II.Tumores;De 25 a 29 años;2009;239
009-041  II.Tumores;De 25 a 29 años;2008;196
009-041  II.Tumores;De 25 a 29 años;2007;242
